Statement,Source,Date,Label,Link
"A video shows people holding up their phones to film President Joe Biden, but “every phone there is turned off.”",Facebook posts," July 9, 2023",false,https://www.politifact.com/factchecks/2023/jul/12/facebook-posts/they-did-get-the-pictures-attendees-phones-at-joe/
"""Tejas, Florida y otros estados acaban de anunciar que le darán papeles a todos los inmigrantes indocumentados"".",TikTok posts," July 3, 2023",false,https://www.politifact.com/factchecks/2023/jul/12/tiktok-posts/no-texas-y-florida-no-anunciaron-que-van-a-darle-p/
"“In Switzerland, it is illegal to flush the toilet after 10 p.m. in apartments to avoid disturbing neighbors.”",Facebook posts," July 7, 2023",false,https://www.politifact.com/factchecks/2023/jul/12/facebook-posts/dont-believe-this-flushing-falsehood-people-in-swi/
Video shows Elon Musk “urging everyone in the UK to take advantage of this great opportunity before the big banks close completely.”,Viral image,"July 10, 2023 ",false,https://www.politifact.com/factchecks/2023/jul/12/viral-image/tesla-shareholder-meeting-video-altered-to-misrepr/
Video shows the city of San Diego displaying a flag supportive of pedophilia.,Instagram posts," July 9, 2023",pants-fire,https://www.politifact.com/factchecks/2023/jul/12/instagram-posts/progress-pride-flag-flew-in-san-diego-but-its-colo/
Video shows a Senate committee hearing witness who “cries to Josh Hawley for ‘no jailtime.’”,Facebook posts," July 9, 2023",false,https://www.politifact.com/factchecks/2023/jul/12/facebook-posts/video-of-old-senate-committee-hearing-is-sensation/
Photos prove former Vice President Mike Pence and King Charles III have clones.,Viral image," July 9, 2023",pants-fire,https://www.politifact.com/factchecks/2023/jul/12/viral-image/baseless-clone-claims-replicate-on-social-media/
Gender Queer on NEA Summer Reading List for Kids.,Fox News Channel," July 5, 2023",false,https://www.politifact.com/factchecks/2023/jul/11/fox-news-channel/gender-queer-was-on-the-neas-recommended-reading-l/
“Biden is impeached!!! Finally! For high crimes and misdemeanors.”,Viral image,"June 21, 2023 ",false,https://www.politifact.com/factchecks/2023/jul/11/viral-image/president-joe-biden-wasnt-impeached/
John Podesta is the son of Laurance Rockefeller.,Viral image,"July 10, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jul/11/viral-image/political-adviser-john-podesta-was-named-after-his/
Deaths of four alternative medicine doctors show they are being targeted for their ideas.,Facebook posts," July 6, 2023",false,https://www.politifact.com/factchecks/2023/jul/11/facebook-posts/a-covid-19-vaccine-skeptic-died-reviving-false-cla/
Video shows President Joe Biden apologizing for flatulence.,Viral image," July 8, 2023",pants-fire,https://www.politifact.com/factchecks/2023/jul/11/viral-image/no-need-to-blame-the-dog-video-supposedly-showing/
"Florida Gov. Ron DeSantis said in his yearbook that his “Mount Rushmore is Jesus, Sir-Mixes-a-Lot, and Nintendo 64.”",Viral image,"July 10, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jul/11/viral-image/baby-got-bad-info-gov-ron-desantis-didnt-misspell/
"Footage of nuclear explosions proves that ""nukes are fake.""",Tweets," July 4, 2023",false,https://www.politifact.com/factchecks/2023/jul/11/tweets/no-this-footage-doesnt-prove-nukes-are-fake-heres/
The Wall Street Journal reporting proves that “Pizzagate” is real.,Instagram posts," July 8, 2023",pants-fire,https://www.politifact.com/factchecks/2023/jul/11/instagram-posts/no-the-wall-street-journal-didnt-confirm-that-pizz/
A video shows Disney is opening pediatric transgender clinics.,Facebook posts," July 7, 2023",false,https://www.politifact.com/factchecks/2023/jul/10/facebook-posts/disney-is-not-opening-pediatric-transgender-clinic/
Video shows Joe Biden leaning in and sniffing a child.,Instagram posts," July 7, 2023",false,https://www.politifact.com/factchecks/2023/jul/10/instagram-posts/no-biden-didnt-sniff-a-baby-in-this-video-it-was-a/
Former President Barack Obama “is being sent to Gitmo.”,Facebook posts," July 4, 2023",pants-fire,https://www.politifact.com/factchecks/2023/jul/07/facebook-posts/no-barack-obama-is-not-being-sent-to-guantanamo-ba/
Protestors in France have released animals from the zoo.,Instagram posts," July 4, 2023",false,https://www.politifact.com/factchecks/2023/jul/07/instagram-posts/lions-tigers-and-bears-on-the-streets-of-paris-no/
"""Bibles banned in California moves one step closer to evil reality.""",Facebook posts,"June 28, 2023 ",false,https://www.politifact.com/factchecks/2023/jul/07/facebook-posts/recirculated-video-recycles-false-claim-that-calif/
“Justin Trudeau is being investigated by the (Royal Canadian Mounted Police).”,Facebook posts,"June 19, 2023 ",false,https://www.politifact.com/factchecks/2023/jul/07/facebook-posts/no-canadas-prime-minister-justin-trudeau-is-not-un/
"“El Titanic no se hundió en 1912 sino que fue el Olympic, otro transatlántico casi idéntico el que se hundió”.",Facebook posts,"June 28, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jul/07/facebook-posts/el-titanic-se-hundio-en-1912-no-es-cierto-que-fue/
"""Ovnis desenterrados en Rusia"".",Facebook posts,"June 29, 2023 ",false,https://www.politifact.com/factchecks/2023/jul/07/facebook-posts/no-esta-imagen-no-muestra-ovnis-siendo-desenterrad/
"""Ovni estrellado en el Caribe"".",TikTok posts,"June 18, 2023 ",false,https://www.politifact.com/factchecks/2023/jul/07/tiktok-posts/un-ovni-no-se-estrello-en-el-caribe-es-una-imagen/
Elon Musk tweeted that he “just downloaded Threads” and it “sucks.”,Threads posts," July 5, 2023",false,https://www.politifact.com/factchecks/2023/jul/06/threads-posts/the-threads-app-is-here-and-no-elon-musk-did-not-t/
Bill Gates is behind the five recent cases of malaria in the United States.,Facebook posts," July 3, 2023",false,https://www.politifact.com/factchecks/2023/jul/06/facebook-posts/no-a-bill-gates-funded-project-did-not-cause-the-r/
President Joe Biden died and Vice President Kamala Harris was sworn into office.,Facebook posts," July 4, 2023",pants-fire,https://www.politifact.com/factchecks/2023/jul/06/facebook-posts/president-joe-biden-lives-and-leads-video-notwiths/
"The World Economic Forum ""wants to slaughter millions of pet cats and dogs to fight climate change.""",Facebook posts,"June 28, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jul/06/facebook-posts/world-economic-forum-called-for-euthanizing-millio/
More than “200 dogs showed up and lined up around the block” for a man’s 100th birthday celebration.,Facebook posts,"June 23, 2023 ",true,https://www.politifact.com/factchecks/2023/jul/06/facebook-posts/good-enough-to-be-true-mans-100th-birthday-dog-par/
"“The fact is, today abortion law in the United States is more aligned with China and North Korea than with Western nations in Europe.”",Mike Pence,"June 23, 2023 ",barely-true,https://www.politifact.com/factchecks/2023/jul/05/mike-pence/are-us-abortion-laws-really-more-like-china-and-no/
France said it would shut down internet services “to control the riots.”,Facebook posts," July 2, 2023",false,https://www.politifact.com/factchecks/2023/jul/05/facebook-posts/no-evidence-france-announced-stoppage-of-internet/
Garth Brooks played to a “half-empty arena” in Illinois.,Sid Miller,"June 25, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/30/sid-miller/was-garth-brooks-ghosted-by-illinois-fans-over-his/
"“El multimillonario Elon Musk ha anunciado que su futura esposa será Catanella, la primera chica robótica que ha creado usando inteligencia artificial"".",Facebook posts,"May 29, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/30/facebook-posts/estas-fotos-de-elon-musk-besando-un-robot-no-son-r/
Joe Biden launched unarmed nuclear bombs as a “Russia threat.”,TikTok posts,"June 24, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/30/tiktok-posts/no-evidence-that-test-of-us-nuclear-missile-was-do/
Joan Rivers fue asesinada por decir que Michelle Obama es trans.,Facebook posts,"June 15, 2020 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/30/facebook-posts/michelle-obama-es-mujer-y-joan-rivers-no-fue-asesi/
Donald Trump is an “affirmative action advocate.”,Ron DeSantis,"June 29, 2023 ",barely-true,https://www.politifact.com/factchecks/2023/jun/30/ron-desantis/trump-was-fine-with-affirmative-action-in-2015-int/
J.P. Morgan y la familia Rothschild planificaron que el Titanic se hundiera para eliminar a Jacob Astor y crear la Reserva Federal.,Tweets,"June 19, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/30/tweets/no-jp-morgan-y-los-rothschild-no-planificaron-el-t/
“Netflix estrenó una película del Titan el 23 de junio”.,Facebook posts,"June 24, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/29/facebook-posts/netflix-no-ha-estrenado-una-pelicula-del-sumergibl/
"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Joe Biden,"June 28, 2023 ",mostly-true,https://www.politifact.com/factchecks/2023/jun/29/joe-biden/fact-checking-joe-biden-on-his-unemployment-rate-a/
"""ONU ordena despenalizar a los"" pedófilos.",Facebook posts,"April 18, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/29/facebook-posts/no-la-onu-no-despenalizo-la-pedofilia/
"NASA warns of “internet apocalypse,” which “means they can execute the Great Reset in silence without anyone knowing it.”",Facebook posts,"June 25, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/29/facebook-posts/nasas-mission-to-study-space-weather-isnt-a-distra/
"Video suggests COVID-19 vaccines are responsible for breast cancer deaths in women under age 45 rising from 26,000 in 2021 to 297,000 in 2023.",Instagram posts,"June 22, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/29/instagram-posts/claim-about-breast-cancer-deaths-wildly-misstates/
“The day before 9/11 the Pentagon reported $2.3 trillion missing.”,Instagram posts,"June 25, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/29/instagram-posts/pentagon-did-not-report-trillions-of-dollars-missi/
Kevin McCarthy “announces impeachment proceeding for Biden regime.”,Facebook posts,"June 27, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/29/facebook-posts/house-speaker-kevin-mccarthy-only-threatened-impea/
Video showing someone in military gear outside a Georgia Waffle House proves that Donald Trump is president.,Facebook posts,"June 11, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/28/facebook-posts/donald-trumps-security-detail-is-not-proof-hes-sti/
“Young Americans across this country are no longer proud to be American.”,Vivek Ramaswamy,"June 18, 2023 ",half-true,https://www.politifact.com/factchecks/2023/jun/28/vivek-ramaswamy/vivek-ramaswamy-is-partially-right-about-patriotis/
"Atrazine in the water supply is contributing to ""sexual dysphoria"" in kids.","Robert F. Kennedy, Jr."," June 5, 2023",false,https://www.politifact.com/factchecks/2023/jun/28/robert-f-kennedy-jr/no-evidence-atrazine-in-the-water-supply-is-causin/
Los cinco tripulantes del sumergible Titan “estan vivos”.,Facebook posts,"June 24, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/27/facebook-posts/no-los-tripulantes-del-titan-no-estan-vivos/
John F. Kennedy está vivo.,Instagram posts,"June 16, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/27/instagram-posts/no-john-f-kennedy-no-fingio-su-muerte/
"""Se filtran audios de millonarios diciendo ayuda desesperados” en el sumergible Titan.",Facebook posts,"June 25, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/27/facebook-posts/no-no-se-filtraron-audios-de-pasajeros-del-sumergi/
Fotos muestran ropa con motivos satánicos en las tiendas Target en 2023.,Facebook posts,"June 14, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/27/facebook-posts/target-no-vende-ropa-con-motivos-satanicos-las-fot/
Audio is of “the knocking they caught from the submarine” that imploded on the way to view the Titanic wreckage.,Facebook posts,"June 21, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/27/facebook-posts/us-canadian-officials-have-not-released-audio-of-n/
"""Imagenes de los restos encontrados del submarino” Titan de la empresa OceanGate.",Facebook posts,"June 22, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/27/facebook-posts/imagenes-de-los-restos-encontrados-del-submarino-t/
“Donald Trump called up Putin today and made a new deal that will save America.”,Facebook posts,"June 23, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/27/facebook-posts/old-video-same-claim-video-doesnt-show-donald-trum/
Gold fringe on an American flag means “the Constitution is suspended.”,Instagram posts,"June 13, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/26/instagram-posts/gold-fringe-on-the-us-flag-means-the-constitution/
“Biden administration quietly DROPS all charges against Sam Bankman-Fried.”,Instagram posts,"June 20, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/26/instagram-posts/sam-bankman-fried-is-not-free-as-a-bird-he-still-f/
NASA space rockets can’t reach space.,Instagram posts,"June 14, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/26/instagram-posts/after-decades-of-space-travel-claiming-that-nasa-r/
Image shows Donald Trump golfing.,Jared Moskowitz,"June 23, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/26/jared-moskowitz/trump-in-the-rough-altered-photo-falsely-depicts-f/
"“Median income in this country is … $35,000 a year. Because of Joe Biden's inflation, the average monthly expenses have increased by $500, almost.”",Tim Scott,"June 21, 2023 ",half-true,https://www.politifact.com/factchecks/2023/jun/26/tim-scott/tim-scotts-misleading-statements-on-median-income/
"The Wall Street Journal reported that President Joe Biden knew June 18 that the Titan submersible had imploded, but he withheld the news until June 22.",Social Media,"June 22, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/23/social-media/no-the-wall-street-journal-didnt-report-that-joe-b/
NASA faked footage of astronauts on the International Space Station.,Instagram posts,"June 17, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/23/instagram-posts/nasa-did-not-fake-footage-from-the-international-s/
"World Economic Forum “calls for AI to rewrite Bible, create ‘religions that are actually correct’”",Facebook posts,"June 10, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/23/facebook-posts/no-the-world-economic-forum-isnt-advocating-for-ai/
"Rep. Alexandria Ocasio-Cortez “faces 5 Years in Jail For FEC Crimes.""",Facebook posts,"June 19, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/23/facebook-posts/rep-alexandria-ocasio-cortez-isnt-facing-jail-for/
"Video shows U.S. Rep. Jim Jordan, R-Ohio, telling U.S. Rep. Adam Schiff, D-Calif., that he is “not even an expert” and shutting him up.",Facebook posts,"June 20, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/23/facebook-posts/jim-jordan-doesnt-insult-adam-schiff-in-video/
"Greta Thunberg said the world would end on June 21, 2023.",Instagram posts,"June 21, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/instagram-posts/social-media-posts-distort-2018-greta-thunberg-twe/
Video shows Tucker Carlson advertising Affordable Care Act subsidies.,Facebook posts,"June 19, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/tucker-carlson-video-about-affordable-care-act-sub/
"""We have plans to build a railroad from the Pacific all the way across the Indian Ocean.""",Joe Biden,"June 14, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/joe-biden/joe-biden-mistakes-his-oceans-when-describing-trai/
The Titan “submarine never happened. They faked their own deaths.”,Instagram posts,"June 22, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/instagram-posts/aseless-claims-that-titan-passengers-faked-their-o/
Video shows Dr. Anthony Fauci getting “confronted on what was exposed about him last night.”,Facebook posts,"June 21, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/old-video-featuring-dr-anthony-fauci-mischaracteri/
Video shows former President Donald Trump saying an impostor is pretending to be President Joe Biden.,Viral image," June 1, 2023",false,https://www.politifact.com/factchecks/2023/jun/22/viral-image/video-does-not-show-donald-trump-floating-a-biden/
The U.S. Department of Agriculture requires anyone with a garden to “register that with the government.”,Instagram posts," June 4, 2023",false,https://www.politifact.com/factchecks/2023/jun/22/instagram-posts/no-need-to-hide-the-trowels-and-topsoil-usda-has-n/
Titan submersible passenger Shahzada Dawood is the World Economic Forum’s vice chairman.,Instagram posts,"June 21, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/instagram-posts/titan-passenger-shahzada-dawood-was-not-the-world/
The Guantanamo Bay detention camp remaining open is proof that Joe Biden is not the president.,Facebook posts,"June 19, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/the-guantanamo-bay-detention-center-is-still-open/
The Pentagon “said we accidentally sent $6.2 billion to Ukraine.”,Facebook posts,"June 20, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/accounting-error-on-military-support-does-not-mean/
"""Autoridades confirmaron el rescate” del submarino Titan el 21 de junio de 2023.",TikTok posts,"June 21, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/tiktok-posts/el-submarino-titan-no-fue-rescatado-confirman-muer/
Video shows “CBS Mornings” host Gayle King interviewing Elon Musk about a new project ensuring Canadians “won’t have to work anymore.”,Viral image,"June 14, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/viral-image/altered-video-appears-to-show-gayle-king-elon-musk/
"In 2020 the ballots that were counted ""were fake ballots.""",Donald Trump,"June 19, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/22/donald-trump/fact-check-trumps-bogus-claim-on-fox-news-that-bal/
“New California bill charges parents with child abuse for refusing to ‘affirm’ their kid’s gender identity.”,Facebook posts,"June 18, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/california-bill-affects-custody-disputes-doesnt-ch/
“Man sues McDonalds for still being depressed after eating happy meal.”,Viral image,"June 20, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/22/viral-image/hes-not-lovin-it-headline-about-mcdonalds-being-su/
The Titan submersible was found June 21 with all five passengers alive.,Facebook posts,"June 21, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/facebook-claim-makes-premature-claim-about-titan-s/
The five people aboard the Titan submersible “have been found dead.”,Facebook posts,"June 21, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/search-continues-for-titan-passengers-despite-soci/
"“Think about parents who show up at school board meetings. By this DOJ, they’re called domestic terrorists.”",Tim Scott,"June 18, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/tim-scott/sen-tim-scott-repeats-inaccurate-claims-about-doj/
A lawyer for former President Donald Trump released new proof of 2020 election fraud.,Facebook posts,"June 20, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/new-evidence-of-fraud-in-biden-trump-election-no-t/
"""Mel Gibson ha hecho cuatro documentales tremendos sobre este tema: tráfico de niños"".",Facebook posts,"June 15, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/mel-gibson-no-esta-haciendo-un-documental-sobre-tr/
“Monkey virus DNA found in COVID-19 shots”,Facebook posts,"June 12, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/21/facebook-posts/no-the-covid-19-vaccines-dont-contain-monkey-virus/
Recent haze in New York City was caused by “Bill Gates’ sun-dimming technology.”,Facebook posts,"June 18, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/21/facebook-posts/wildfires-are-to-blame-for-new-yorks-recent-hazy-s/
Video shows “Mel Gibson exposing Hollywood elites and the satanic child trafficking.”,Facebook posts,"June 16, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/21/facebook-posts/mel-gibson-criticized-the-vatican-in-this-2021-vid/
"""Twenty-six out of every 100 students” in K-12 speak Spanish.",Joe Biden,"June 15, 2023 ",half-true,https://www.politifact.com/factchecks/2023/jun/21/joe-biden/joe-biden-overstates-the-number-of-k-12-students-w/
Videos and photos of military vehicles are proof of “war prep” and looming military action within the U.S.,Hal Turner Radio Show,"June 17, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/21/hal-turner-radio-show/no-tanks-and-troops-are-not-proof-of-looming-milit/
"Photo shows President Joe Biden sitting with “Lisa Monaco, second in charge of the DOJ, probably working on future Plots and Schemes against Republicans.”",Donald Trump,"June 19, 2023 ",barely-true,https://www.politifact.com/factchecks/2023/jun/21/donald-trump/trump-shares-misleading-decade-old-photo-in-attack/
“Mel Gibson child sex-trafficking documentary blocked by Hollywood!”,Facebook posts,"June 15, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/21/facebook-posts/rumors-persist-about-mel-gibson-child-sex-traffick/
“Unprecedented UFO landing” in Las Vegas.,Bloggers,"June 16, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/21/blog-posting/ufo-no-that-bright-light-in-las-vegas-was-a-meteor/
A video shows a child yelling an expletive at President Joe Biden.,Viral image," June 3, 2023",pants-fire,https://www.politifact.com/factchecks/2023/jun/20/viral-image/say-what-contrary-to-altered-video-child-didnt-yel/
"Particulate matter, found in wildfire smoke, has “no effect” on human health and is “total junk science.”",Steve Milloy," June 7, 2023",false,https://www.politifact.com/factchecks/2023/jun/20/steve-milloy/particulate-matter-is-not-junk-science-decades-of/
"Una iglesia fue “quemada por un rayo en Boston, EE. UU. durante una ceremonia de boda gay. Este 5 de mayo de 2023, sin sobrevivientes entre los participantes”.",Tweets,"June 11, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/20/tweets/no-una-iglesia-en-massachusetts-no-se-incendio-dur/
Former Attorney General Bill Barr “says Donald Trump is a spy.”,Mark Kaye,"June 16, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/20/mark-kaye/claim-is-wrong-donald-trumps-former-attorney-gener/
“Arma que EE.UU. le dio a Ucrania es vista en manos de cártel”.,Facebook posts,"May 31, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/20/facebook-posts/la-afirmacion-de-que-un-cartel-mexicano-tiene-un-j/
"Científicos descubren que al “consumir 3 tazas de leche diaria, las personas tienen más riesgos de desarrollar cáncer de mama”.",Facebook posts,"May 10, 2023 ",barely-true,https://www.politifact.com/factchecks/2023/jun/20/facebook-posts/hay-riesgo-de-cancer-de-mama-al-tomar-tres-tazas-d/
“Ringing in your ears can cause total shutdown in under two years” but a pill can make tinnitus disappear.,Facebook posts,"June 16, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/19/facebook-posts/fear-mongering-facebook-post-misleads-about-tinnit/
"Protests of (Sisters of Perpetual Indulgence) at a Los Angeles Dodgers game led to a ""virtually empty stadium for the game itself.”",Ron DeSantis,"June 17, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/19/ron-desantis/desantis-dodgers-empty-stadium-lgbtq/
Video shows “current weather situation in Karachi.”,Facebook posts,"June 16, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/19/facebook-posts/video-doesnt-show-cyclone-biparjoy-battering-karac/
Video is evidence the moon landing was faked because someone would have had to stay behind to film,Instagram posts,"May 11, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/19/instagram-posts/a-remotely-controlled-camera-captured-apollo-17-le/
"Recent wildfires put more carbon in the atmosphere than ""the human race has put out in the last 100 years.""",Instagram posts," June 7, 2023",false,https://www.politifact.com/factchecks/2023/jun/19/instagram-posts/wildfires-carbon-dioxide-output-exceeds-centurys-w/
“Breaking dead DNC leaker has just been identified.”,Facebook posts,"June 16, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/19/facebook-posts/old-misinformation-about-democratic-party-staffer/
Video shows singer Tim McGraw talking about diet gummies.,Facebook posts,"June 16, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/19/facebook-posts/video-clip-of-singer-tim-mcgraw-altered-to-hawk-di/
Video shows Elon Musk talking about an “AI cryptocurrency trading platform” he launched.,Facebook posts,"June 14, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/19/facebook-posts/wait-was-elon-musk-discussing-cryptocurrency-no-th/
Video shows former President Donald Trump addressing the nation on June 16.,Facebook posts,"June 16, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/19/facebook-posts/old-video-doesnt-show-a-recent-donald-trump-speech/
Image shows a fall revealing President Joe Biden’s diaper.,Viral image," June 4, 2023",pants-fire,https://www.politifact.com/factchecks/2023/jun/19/viral-image/altered-image-appears-to-show-president-joe-biden/
"A printer error in Nassau County, New York, turned every registered voter Democratic.",Tweets,"May 20, 2023 ",barely-true,https://www.politifact.com/factchecks/2023/jun/19/tweets/did-a-printer-error-in-nassau-county-ny-turn-every/
"“For every dollar in federal taxes my constituents pay, we get a mere 93 cents back.”",Nick LaLota,"March 29, 2023 ",mostly-true,https://www.politifact.com/factchecks/2023/jun/19/nick-lalota/except-during-pandemic-new-yorkers-have-gotten-les/
"""Per capita, more Floridians move to California than Californians moving to Florida.”",Gavin Newsom,"June 12, 2023 ",mostly-true,https://www.politifact.com/factchecks/2023/jun/19/gavin-newsom/gov-gavin-newsoms-claimed-more-floridians-moved-to/
"In the U.S., “a person can be married in the morning and thrown out of a restaurant for being gay in the afternoon.”",Joe Biden,"June 10, 2023 ",mostly-true,https://www.politifact.com/factchecks/2023/jun/16/joe-biden/in-22-states-gay-couples-can-be-legally-booted-fro/
"""Panico en Moscu Putin anuncia que Ucrania toma la ciudad"".",Facebook posts,"June 10, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/16/facebook-posts/ucrania-no-ha-tomado-moscu-contrario-a-lo-que-dice/
Says a video showing water inside a glass on a spaceflight proves space isn’t real,Instagram posts,"June 12, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/16/instagram-posts/space-is-real-and-that-fact-still-holds-water/
Displaying the progress pride flag between two American flags during a White House pride event was “in breach of US Flag Code.”,Roger Marshall,"June 11, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/16/roger-marshall/no-us-flag-code-wasnt-violated-when-the-progress-p/
“Pfizer funneled $12 million to CNN anchor Anderson Cooper as part of a deal to promote mRNA COVID jabs to the American public.”,Instagram posts," June 6, 2023",false,https://www.politifact.com/factchecks/2023/jun/16/instagram-posts/no-pfizer-is-not-paying-anderson-cooper-12-million/
A Boston church burned during “a homosexual marriage” and there were no survivors.,TikTok posts," June 9, 2023",false,https://www.politifact.com/factchecks/2023/jun/16/tiktok-posts/massachusetts-church-wasnt-hosting-same-sex-weddin/
Country singer Miranda Lambert is giving away “free belly melt kits.”,Facebook posts," June 7, 2023",false,https://www.politifact.com/factchecks/2023/jun/16/facebook-posts/no-miranda-lambert-isnt-hawking-these-weight-loss/
“The United Nations replaces all 193 country flags with LGBT flags.”,Instagram posts," June 8, 2023",false,https://www.politifact.com/factchecks/2023/jun/16/instagram-posts/its-pride-month-but-the-united-nations-didnt-repla/
The military arrested the administrator of the Small Business Administration.,Viral image,"June 15, 2023 ",pants-fire,https://www.politifact.com/factchecks/2023/jun/16/viral-image/sba-administrator-isabella-casillas-guzman-wasnt-a/
"""Silenciaron al Dr. Sebi"" por decir que ciertos vegetales ""son productos de laboratorio"".",Facebook posts,"June 10, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/16/facebook-posts/dr-sebi-murio-de-neumonia-no-fue-asesinado-por-sus/
Video shows an aide to former President Donald Trump “grilling” former President Barack Obama.,Facebook posts," June 9, 2023",false,https://www.politifact.com/factchecks/2023/jun/15/facebook-posts/did-donald-trump-aide-grill-barack-obama-video-doe/
Photo shows former President Donald Trump “dancing with a 13-year-old girl” on Jeffrey Epstein’s private island.,Viral image,"June 13, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/15/viral-image/supposed-photo-of-trump-dancing-with-a-girl-on-jef/
"Este video muestra ""extraterrestres en Las Vegas captados por una cámara de seguridad"".",Facebook posts,"June 11, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/15/facebook-posts/una-familia-en-las-vegas-reporto-haber-visto-extra/
Video shows former President Donald Trump attacking the Clintons in 2023.,Facebook posts,"June 13, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/15/facebook-posts/old-video-of-trump-on-the-2016-campaign-trail-misl/
A photo shows Australian TV host David Koch being detained by police.,Viral image,"April 20, 2023 ",false,https://www.politifact.com/factchecks/2023/jun/15/viral-image/doctored-photo-appears-to-show-australian-tv-host/
This video shows a cartel member in Mexico carrying a Javelin that the U.S. sent to Ukraine.,TikTok posts," June 6, 2023",false,https://www.politifact.com/factchecks/2023/jun/15/tiktok-posts/claim-that-a-mexican-cartel-has-weapons-sent-to-uk/
